regulatory	KO
Dapma7bEVm024477t1	
Dapma7bEVm015305t1	
Dapma7bEVm012409t1	
Dapma7bEVm028440t1	
Dapma7bEVm018758t1	
Dapma7bEVm018960t1	
Dapma7bEVm016761t1	
Dapma7bEVm011818t1	K13240
Dapma7bEVm018317t1	
Dapma7bEVm000760t1	K11415
Dapma7bEVm013474t1	
Dapma7bEVm021376t1	K08193
Dapma7bEVm021503t1	K02949
Dapma7bEVm013393t1	
Dapma7bEVm026727t1	K11252
Dapma7bEVm020837t1	K02964
Dapma7bEVm022190t1	
Dapma7bEVm021171t1	K02868
Dapma7bEVm019609t1	
Dapma7bEVm018586t1	
Dapma7bEVm026209t1	
Dapma7bEVm018220t1	
Dapma7bEVm008038t1	
Dapma7bEVm016199t1	
Dapma7bEVm026661t1	
Dapma7bEVm016526t1	K00910
Dapma7bEVm017338t1	K03231
Dapma7bEVm018182t1	K03231
Dapma7bEVm019099t1	K02932
Dapma7bEVm024524t1	K24637
Dapma7bEVm014356t1	K05692
Dapma7bEVm018285t1	K02949
Dapma7bEVm015814t1	K04256
Dapma7bEVm011693t1	
Dapma7bEVm025973t1	
Dapma7bEVm012435t1	
Dapma7bEVm011756t1	K01737
Dapma7bEVm025044t1	
Dapma7bEVm016441t1	
Dapma7bEVm015755t1	
Dapma7bEVm019070t1	
Dapma7bEVm028874t1	
Dapma7bEVm011010t1	
Dapma7bEVm002669t1	
Dapma7bEVm020080t1	
Dapma7bEVm022253t1	
Dapma7bEVm021733t1	
Dapma7bEVm022051t1	K02866
Dapma7bEVm021890t1	K02877
Dapma7bEVm022339t1	K02937
Dapma7bEVm021571t1	
Dapma7bEVm021141t1	
Dapma7bEVm021421t1	K02898
Dapma7bEVm018354t1	
Dapma7bEVm021961t1	
Dapma7bEVm021679t1	K02938
Dapma7bEVm021172t1	K02955
Dapma7bEVm021866t1	K02936
Dapma7bEVm018332t1	
Dapma7bEVm018327t1	K02997
Dapma7bEVm020577t1	K11254
Dapma7bEVm018320t1	
Dapma7bEVm020816t1	K02947
Dapma7bEVm020919t1	K02977
Dapma7bEVm020183t1	K09542
Dapma7bEVm021057t1	
Dapma7bEVm021025t1	
Dapma7bEVm013822t1	
Dapma7bEVm021040t1	K02865
Dapma7bEVm018319t1	K02964
Dapma7bEVm020685t1	K11254
Dapma7bEVm020545t1	K02962
Dapma7bEVm020180t1	K02883
Dapma7bEVm022070t1	
Dapma7bEVm024948t1	K02977
Dapma7bEVm017402t1	
Dapma7bEVm020630t1	K02901
Dapma7bEVm018263t1	K02940
Dapma7bEVm013024t1	K12757
Dapma7bEVm020487t1	K02981
Dapma7bEVm020353t1	
Dapma7bEVm014855t1	K00940
Dapma7bEVm020455t1	K02998
Dapma7bEVm020010t1	
Dapma7bEVm020220t1	K02941
Dapma7bEVm013353t1	K14943
Dapma7bEVm025218t1	
Dapma7bEVm020802t1	
Dapma7bEVm018209t1	K02981
Dapma7bEVm020072t1	K02932
Dapma7bEVm020259t1	
Dapma7bEVm016512t1	
Dapma7bEVm027340t1	
Dapma7bEVm006005t1	
Dapma7bEVm019523t1	
Dapma7bEVm022875t1	
Dapma7bEVm012943t1	K14937
Dapma7bEVm019249t1	
Dapma7bEVm007276t1	K18628
Dapma7bEVm020651t1	
Dapma7bEVm001185t1	K01052
Dapma7bEVm016052t1	
Dapma7bEVm016941t1	
Dapma7bEVm016249t1	
Dapma7bEVm011113t1	
Dapma7bEVm019956t1	K03231
Dapma7bEVm029330t1	
Dapma7bEVm023592t1	
Dapma7bEVm013069t1	K11252
Dapma7bEVm021094t1	
Dapma7bEVm008583t1	
Dapma7bEVm029295t1	
Dapma7bEVm016805t1	
Dapma7bEVm008475t1	
Dapma7bEVm021919t1	
Dapma7bEVm002029t1	
Dapma7bEVm015451t1	
Dapma7bEVm018302t1	
Dapma7bEVm015518t1	K04148
Dapma7bEVm018807t1	
Dapma7bEVm017112t1	K06751
Dapma7bEVm015753t1	K00128
Dapma7bEVm019512t1	K04153
Dapma7bEVm020320t1	
Dapma7bEVm006281t1	
Dapma7bEVm024385t1	
Dapma7bEVm016937t1	
Dapma7bEVm004415t1	K02953
Dapma7bEVm017398t1	
Dapma7bEVm013847t1	
Dapma7bEVm015499t1	
Dapma7bEVm018901t1	
Dapma7bEVm027870t1	K04255
Dapma7bEVm011411t1	K04615
Dapma7bEVm021333t1	
Dapma7bEVm007811t1	
Dapma7bEVm011171t1	
Dapma7bEVm017185t1	
Dapma7bEVm014394t1	K07937
Dapma7bEVm014334t1	
Dapma7bEVm024613t1	
Dapma7bEVm003601t1	K02375
Dapma7bEVm016965t1	
Dapma7bEVm009979t1	K07374
Dapma7bEVm015763t1	
Dapma7bEVm016389t1	K11251
Dapma7bEVm024694t1	
Dapma7bEVm020494t1	
Dapma7bEVm018183t1	
Dapma7bEVm018284t1	
Dapma7bEVm008568t1	
Dapma7bEVm018227t1	
Dapma7bEVm018197t1	
Dapma7bEVm021422t1	
Dapma7bEVm004673t1	K00472
Dapma7bEVm009044t1	
Dapma7bEVm007586t1	
Dapma7bEVm012614t1	
Dapma7bEVm010493t1	K17917
Dapma7bEVm018265t1	
Dapma7bEVm024471t1	
Dapma7bEVm022107t1	
Dapma7bEVm017368t1	
Dapma7bEVm019207t1	
Dapma7bEVm027326t1	
Dapma7bEVm021643t1	K02920
Dapma7bEVm020957t1	K02943
Dapma7bEVm021532t1	K05765
Dapma7bEVm021504t1	
Dapma7bEVm017450t1	
Dapma7bEVm026159t1	
Dapma7bEVm022143t1	
Dapma7bEVm021728t1	K02995
Dapma7bEVm021398t1	
Dapma7bEVm021246t1	K02866
Dapma7bEVm019077t1	
Dapma7bEVm025937t1	K02183
Dapma7bEVm020998t1	K02900
Dapma7bEVm022140t1	
Dapma7bEVm021618t1	
Dapma7bEVm020616t1	K02962
Dapma7bEVm021699t1	
Dapma7bEVm021065t1	K02995
Dapma7bEVm022187t1	
Dapma7bEVm020997t1	
Dapma7bEVm023723t1	
Dapma7bEVm021401t1	
Dapma7bEVm020670t1	K02984
Dapma7bEVm029326t1	
Dapma7bEVm018867t1	
Dapma7bEVm022511t1	
Dapma7bEVm028516t1	
Dapma7bEVm020190t1	
Dapma7bEVm020171t1	K02932
Dapma7bEVm014352t1	K13158
Dapma7bEVm025924t1	
Dapma7bEVm020098t1	
Dapma7bEVm016951t1	
Dapma7bEVm020279t1	
Dapma7bEVm024767t1	
Dapma7bEVm021447t1	
Dapma7bEVm019610t1	
Dapma7bEVm024674t1	K24874
Dapma7bEVm020040t1	
Dapma7bEVm015962t1	K24637
Dapma7bEVm019095t1	
Dapma7bEVm015628t1	
Dapma7bEVm019235t1	
Dapma7bEVm030616t1	
Dapma7bEVm019299t1	
Dapma7bEVm023897t1	
Dapma7bEVm011073t1	K03440
Dapma7bEVm018790t1	K25805
Dapma7bEVm022303t1	
Dapma7bEVm016357t1	
Dapma7bEVm004374t1	
Dapma7bEVm017428t1	
Dapma7bEVm017332t1	
Dapma7bEVm011715t1	
Dapma7bEVm023154t1	
Dapma7bEVm017331t1	
Dapma7bEVm003878t1	
Dapma7bEVm010063t1	
Dapma7bEVm017412t1	
Dapma7bEVm005742t1	
Dapma7bEVm006548t1	
Dapma7bEVm017386t1	
Dapma7bEVm019116t1	K10408
Dapma7bEVm018279t1	
Dapma7bEVm000298t1	
Dapma7bEVm019227t1	
Dapma7bEVm016028t1	
Dapma7bEVm018185t1	
Dapma7bEVm018300t1	K07937
Dapma7bEVm016232t1	K14464
Dapma7bEVm018874t1	
Dapma7bEVm017414t1	
Dapma7bEVm015959t1	
Dapma7bEVm018250t1	
Dapma7bEVm016973t1	
Dapma7bEVm012565t1	K09324
Dapma7bEVm002552t1	
Dapma7bEVm002513t1	K03098
Dapma7bEVm020552t1	
Dapma7bEVm024800t1	
Dapma7bEVm019114t1	
Dapma7bEVm024704t1	
Dapma7bEVm022016t1	
Dapma7bEVm021359t1	
Dapma7bEVm026574t1	
Dapma7bEVm021700t1	
Dapma7bEVm022011t1	
Dapma7bEVm025986t1	K00721
Dapma7bEVm021418t1	
Dapma7bEVm021375t1	
Dapma7bEVm013287t1	
Dapma7bEVm021152t1	
Dapma7bEVm014669t1	
Dapma7bEVm021053t1	
Dapma7bEVm016021t1	
Dapma7bEVm020000t1	
Dapma7bEVm026736t1	
Dapma7bEVm014728t1	K07944
Dapma7bEVm029362t1	
Dapma7bEVm017365t1	
Dapma7bEVm013032t1	
Dapma7bEVm020315t1	
Dapma7bEVm020615t1	
Dapma7bEVm017377t1	
Dapma7bEVm016353t1	
Dapma7bEVm029255t1	
Dapma7bEVm011711t1	K01672
Dapma7bEVm021012t1	
Dapma7bEVm021840t1	
Dapma7bEVm012498t1	
Dapma7bEVm018198t1	K02886
Dapma7bEVm011739t1	
Dapma7bEVm018875t1	
Dapma7bEVm016040t1	
Dapma7bEVm017355t1	
Dapma7bEVm004697t1	K07424
Dapma7bEVm015187t1	K01895
Dapma7bEVm001231t1	
Dapma7bEVm028745t1	
Dapma7bEVm012720t1	K09371
Dapma7bEVm017367t1	
Dapma7bEVm016676t1	
Dapma7bEVm015159t1	
Dapma7bEVm000143t1	K15001
Dapma7bEVm001291t1	K03177
Dapma7bEVm010787t1	
Dapma7bEVm027041t1	
Dapma7bEVm021962t1	
Dapma7bEVm029129t1	
Dapma7bEVm016949t1	
Dapma7bEVm007712t1	
Dapma7bEVm012594t1	
Dapma7bEVm016490t1	
Dapma7bEVm004934t1	
Dapma7bEVm010724t1	K25215
Dapma7bEVm011076t1	
Dapma7bEVm020699t1	
Dapma7bEVm010495t1	K19678
Dapma7bEVm012298t1	
Dapma7bEVm016702t1	
Dapma7bEVm028125t1	
Dapma7bEVm018276t1	
Dapma7bEVm022906t1	K08002
Dapma7bEVm010281t1	
Dapma7bEVm012419t1	K01802
Dapma7bEVm018211t1	
Dapma7bEVm019027t1	
Dapma7bEVm023397t1	
Dapma7bEVm022823t1	
Dapma7bEVm027147t1	
Dapma7bEVm022074t1	
Dapma7bEVm021280t1	
Dapma7bEVm024662t1	K08817
Dapma7bEVm012521t1	K04209
Dapma7bEVm019071t1	
Dapma7bEVm028837t1	K13348
Dapma7bEVm001205t1	K11883
Dapma7bEVm004440t1	K02726
Dapma7bEVm015476t1	
Dapma7bEVm002838t1	K17809
Dapma7bEVm015589t1	
Dapma7bEVm010265t1	K01285
Dapma7bEVm022050t1	
Dapma7bEVm021058t1	K02887
Dapma7bEVm011907t1	
Dapma7bEVm026439t1	
Dapma7bEVm022331t1	K02739
Dapma7bEVm020746t1	
Dapma7bEVm020274t1	
Dapma7bEVm009029t1	K04360
Dapma7bEVm015738t1	
Dapma7bEVm003576t1	
Dapma7bEVm016322t1	
Dapma7bEVm011260t1	K17353
Dapma7bEVm012778t1	
Dapma7bEVm015211t1	
Dapma7bEVm004637t1	K23741
Dapma7bEVm000361t1	
Dapma7bEVm000378t1	K00688
Dapma7bEVm023822t1	
Dapma7bEVm008183t1	K01344
Dapma7bEVm008037t1	K23855
Dapma7bEVm005456t1	K14293
Dapma7bEVm001989t1	K23387
Dapma7bEVm011685t1	K26497
Dapma7bEVm005412t1	
Dapma7bEVm005500t1	K05312
Dapma7bEVm027921t1	K10301
Dapma7bEVm011551t1	
Dapma7bEVm013471t1	
Dapma7bEVm004802t1	
Dapma7bEVm010961t1	
Dapma7bEVm004726t1	
Dapma7bEVm011988t1	K09385
Dapma7bEVm011091t1	K18246
Dapma7bEVm003786t1	
Dapma7bEVm001041t1	
Dapma7bEVm008637t1	K09647
Dapma7bEVm027510t1	
Dapma7bEVm018714t1	
Dapma7bEVm023377t1	
Dapma7bEVm006725t1	
Dapma7bEVm018642t1	K02999
Dapma7bEVm027919t1	
Dapma7bEVm002294t1	K00102
Dapma7bEVm007218t1	K24195
Dapma7bEVm000678t1	K03695
Dapma7bEVm007620t1	K01558
Dapma7bEVm011292t1	
Dapma7bEVm002262t1	K15177
Dapma7bEVm010973t1	
Dapma7bEVm007270t1	
Dapma7bEVm000873t1	
Dapma7bEVm007400t1	
Dapma7bEVm005435t1	
Dapma7bEVm010367t1	K10683
Dapma7bEVm002727t1	
Dapma7bEVm008799t1	
Dapma7bEVm006100t1	
Dapma7bEVm005946t1	K18703
Dapma7bEVm001325t1	K10413
Dapma7bEVm009639t1	K14676
Dapma7bEVm005769t1	
Dapma7bEVm023200t1	
Dapma7bEVm009472t1	K10362
Dapma7bEVm004699t1	K01785
Dapma7bEVm027247t1	K09180
Dapma7bEVm023229t1	
Dapma7bEVm011125t1	K00901
Dapma7bEVm003192t1	K06067
Dapma7bEVm028137t1	
Dapma7bEVm000165t1	
Dapma7bEVm010939t1	K18733
Dapma7bEVm007597t1	
Dapma7bEVm005516t1	K09404
Dapma7bEVm007432t1	
Dapma7bEVm010906t1	K11140
Dapma7bEVm010797t1	
Dapma7bEVm001370t1	K18619
Dapma7bEVm007329t1	
Dapma7bEVm001956t1	
Dapma7bEVm001938t1	K09478
Dapma7bEVm009883t1	
Dapma7bEVm001075t1	
Dapma7bEVm000807t1	
Dapma7bEVm010226t1	K17907
Dapma7bEVm029303t1	
Dapma7bEVm027876t1	K25543
Dapma7bEVm028215t1	
Dapma7bEVm011209t1	
Dapma7bEVm007005t1	K00963
Dapma7bEVm010760t1	
Dapma7bEVm004173t1	
Dapma7bEVm010919t1	K14592
Dapma7bEVm001175t1	K14684
Dapma7bEVm003681t1	
Dapma7bEVm004865t1	K15074
Dapma7bEVm011341t1	
Dapma7bEVm008564t1	K17350
Dapma7bEVm008866t1	K03861
Dapma7bEVm007565t1	
Dapma7bEVm007608t1	K00844
Dapma7bEVm002699t1	K01412
Dapma7bEVm007991t1	
Dapma7bEVm005660t1	K04397
Dapma7bEVm007751t1	
Dapma7bEVm001188t1	K12862
Dapma7bEVm000419t1	K01866
Dapma7bEVm008228t1	
Dapma7bEVm008790t1	
Dapma7bEVm008593t1	K21439
Dapma7bEVm008436t1	K16750
Dapma7bEVm007912t1	K20304
Dapma7bEVm004652t1	K01893
Dapma7bEVm023004t1	
Dapma7bEVm004220t1	K03231
Dapma7bEVm029042t1	
Dapma7bEVm004462t1	
Dapma7bEVm018419t1	K23729
Dapma7bEVm009944t1	
Dapma7bEVm012157t1	
Dapma7bEVm016543t1	
Dapma7bEVm011681t1	K23284
Dapma7bEVm000928t1	
Dapma7bEVm002438t1	
Dapma7bEVm010039t1	K14289
Dapma7bEVm002039t1	K14294
Dapma7bEVm004410t1	
Dapma7bEVm004633t1	
Dapma7bEVm007979t1	K23334
Dapma7bEVm003546t1	
Dapma7bEVm003910t1	K17662
Dapma7bEVm001013t1	
Dapma7bEVm010111t1	
Dapma7bEVm006399t1	
Dapma7bEVm012561t1	
Dapma7bEVm005332t1	
Dapma7bEVm003608t1	K17680
Dapma7bEVm010467t1	K21847
Dapma7bEVm006466t1	K10864
Dapma7bEVm006061t1	
Dapma7bEVm005921t1	K01593
Dapma7bEVm005044t1	
Dapma7bEVm022761t1	K06699
Dapma7bEVm001020t1	K05088
Dapma7bEVm028540t1	K21198
Dapma7bEVm007413t1	
Dapma7bEVm005237t1	K26544
Dapma7bEVm005551t1	
Dapma7bEVm003770t1	K06129
Dapma7bEVm003498t1	K08737
Dapma7bEVm018481t1	
Dapma7bEVm005523t1	K13148
Dapma7bEVm028195t1	
Dapma7bEVm010683t1	
Dapma7bEVm028469t1	
Dapma7bEVm011043t1	K18914
Dapma7bEVm011041t1	
Dapma7bEVm018540t1	K15192
Dapma7bEVm009822t1	K04194
Dapma7bEVm002188t1	
Dapma7bEVm010617t1	K07374
Dapma7bEVm004604t1	K03130
Dapma7bEVm003398t1	
Dapma7bEVm002054t1	K14396
Dapma7bEVm003638t1	
Dapma7bEVm007968t1	K11098
Dapma7bEVm006569t1	
Dapma7bEVm002042t1	
Dapma7bEVm016428t1	
Dapma7bEVm010887t1	K20526
Dapma7bEVm008175t1	K11206
Dapma7bEVm007639t1	K23040
Dapma7bEVm009528t1	K23820
Dapma7bEVm005518t1	K17087
Dapma7bEVm015514t1	
Dapma7bEVm000692t1	
Dapma7bEVm002818t1	
Dapma7bEVm003699t1	
Dapma7bEVm010663t1	
Dapma7bEVm000199t1	K01641
Dapma7bEVm001450t1	
Dapma7bEVm006368t1	K17346
Dapma7bEVm003170t1	K23343
Dapma7bEVm007050t1	K10755
Dapma7bEVm003217t1	K16060
Dapma7bEVm007259t1	
Dapma7bEVm005926t1	
Dapma7bEVm004871t1	K00079
Dapma7bEVm006471t1	K17800
Dapma7bEVm004635t1	K05289
Dapma7bEVm004943t1	K07880
Dapma7bEVm006081t1	K02608
Dapma7bEVm007068t1	K13577
Dapma7bEVm003225t1	K04828
Dapma7bEVm008059t1	K22560
Dapma7bEVm004251t1	K24095
Dapma7bEVm001483t1	
Dapma7bEVm015026t1	
Dapma7bEVm003753t1	K01875
Dapma7bEVm006925t1	
Dapma7bEVm005201t1	
Dapma7bEVm028236t1	K00940
Dapma7bEVm010726t1	K00654
Dapma7bEVm009076t1	K04370
Dapma7bEVm009522t1	K13982
Dapma7bEVm027699t1	
Dapma7bEVm015618t1	K26544
Dapma7bEVm005927t1	
Dapma7bEVm007240t1	K24744
Dapma7bEVm003390t1	K12586
Dapma7bEVm003663t1	K15528
Dapma7bEVm001895t1	K04499
Dapma7bEVm005166t1	K11969
Dapma7bEVm015493t1	K01304
Dapma7bEVm003695t1	
Dapma7bEVm027371t1	
Dapma7bEVm025880t1	
Dapma7bEVm028071t1	K09496
Dapma7bEVm023743t1	
Dapma7bEVm018662t1	
Dapma7bEVm020850t1	
Dapma7bEVm011718t1	
Dapma7bEVm003399t1	
Dapma7bEVm010421t1	K15498
Dapma7bEVm004964t1	
Dapma7bEVm003017t1	K18809
Dapma7bEVm003451t1	K10687
Dapma7bEVm001064t1	K17079
Dapma7bEVm027882t1	
Dapma7bEVm002952t1	
Dapma7bEVm027434t1	
Dapma7bEVm004543t1	
Dapma7bEVm007036t1	
Dapma7bEVm011921t1	
Dapma7bEVm010469t1	K20408
Dapma7bEVm018458t1	K05210
Dapma7bEVm012323t1	
Dapma7bEVm007825t1	K02133
Dapma7bEVm003303t1	
Dapma7bEVm014442t1	K02219
Dapma7bEVm006664t1	K07917
Dapma7bEVm011633t1	
Dapma7bEVm015134t1	
Dapma7bEVm011557t1	K08385
Dapma7bEVm007207t1	
Dapma7bEVm018951t1	
Dapma7bEVm013045t1	
Dapma7bEVm004665t1	K05925
Dapma7bEVm012895t1	
Dapma7bEVm009289t1	
Dapma7bEVm016838t1	
Dapma7bEVm020301t1	K22843
Dapma7bEVm003215t1	
Dapma7bEVm007163t1	
Dapma7bEVm007599t1	
Dapma7bEVm022927t1	
Dapma7bEVm026556t1	
Dapma7bEVm011675t1	K02262
Dapma7bEVm002074t1	
Dapma7bEVm011656t1	K17609
Dapma7bEVm006154t1	K17279
Dapma7bEVm010666t1	
Dapma7bEVm003778t1	K22399
Dapma7bEVm006076t1	
Dapma7bEVm007553t1	K15139
Dapma7bEVm001539t1	K11393
Dapma7bEVm029425t1	
Dapma7bEVm011358t1	
Dapma7bEVm026243t1	
Dapma7bEVm008813t1	K16449
Dapma7bEVm002457t1	K01672
Dapma7bEVm018767t1	
Dapma7bEVm003849t1	K18327
Dapma7bEVm003600t1	
Dapma7bEVm000116t1	
Dapma7bEVm022692t1	
Dapma7bEVm010162t1	K12190
Dapma7bEVm002191t1	
Dapma7bEVm011527t1	
Dapma7bEVm000723t1	K14689
Dapma7bEVm007401t1	
Dapma7bEVm009905t1	
Dapma7bEVm004439t1	K13800
Dapma7bEVm005746t1	
Dapma7bEVm004030t1	
Dapma7bEVm001991t1	K22369
Dapma7bEVm006122t1	K05687
Dapma7bEVm023449t1	
Dapma7bEVm011343t1	K26200
Dapma7bEVm026918t1	
Dapma7bEVm005606t1	
Dapma7bEVm015258t1	
Dapma7bEVm000193t1	K11536
Dapma7bEVm010513t1	K19371
Dapma7bEVm003407t1	K11586
Dapma7bEVm028506t1	
Dapma7bEVm010810t1	
Dapma7bEVm029222t1	K11517
Dapma7bEVm014988t1	
Dapma7bEVm004507t1	
Dapma7bEVm002558t1	K10895
Dapma7bEVm006282t1	
Dapma7bEVm009659t1	
Dapma7bEVm011619t1	
Dapma7bEVm030394t1	
Dapma7bEVm015803t1	
Dapma7bEVm005046t1	
Dapma7bEVm004237t1	
Dapma7bEVm006891t1	K04554
Dapma7bEVm001591t1	
Dapma7bEVm023491t1	K00016
Dapma7bEVm004757t1	K14399
Dapma7bEVm004310t1	K00831
Dapma7bEVm001248t1	K12849
Dapma7bEVm002637t1	K01176
Dapma7bEVm028076t1	K03103
Dapma7bEVm008609t1	
Dapma7bEVm018389t1	
Dapma7bEVm003308t1	
Dapma7bEVm001569t1	
Dapma7bEVm009626t1	
Dapma7bEVm007421t1	
Dapma7bEVm002844t1	K19197
Dapma7bEVm011393t1	
Dapma7bEVm015398t1	
Dapma7bEVm006752t1	K25178
Dapma7bEVm001268t1	
Dapma7bEVm000176t1	K15369
Dapma7bEVm023255t1	
Dapma7bEVm001886t1	
Dapma7bEVm003362t1	
Dapma7bEVm005058t1	K06679
Dapma7bEVm027891t1	
Dapma7bEVm000757t1	K22282
Dapma7bEVm006337t1	K00452
Dapma7bEVm001779t1	K02605
Dapma7bEVm027614t1	
Dapma7bEVm012671t1	
Dapma7bEVm008413t1	K01598
Dapma7bEVm003776t1	
Dapma7bEVm001410t1	K08956
Dapma7bEVm001916t1	K14688
Dapma7bEVm002612t1	
Dapma7bEVm000181t1	K05768
Dapma7bEVm010846t1	K13523
Dapma7bEVm011142t1	K05704
Dapma7bEVm002860t1	K00789
Dapma7bEVm003311t1	K17095
Dapma7bEVm012293t1	K07945
Dapma7bEVm006835t1	K18258
Dapma7bEVm004838t1	K01551
Dapma7bEVm012302t1	
Dapma7bEVm015379t1	
Dapma7bEVm028651t1	K23222
Dapma7bEVm011935t1	K06134
Dapma7bEVm028223t1	
Dapma7bEVm004707t1	
Dapma7bEVm006384t1	K08495
Dapma7bEVm002025t1	
Dapma7bEVm003187t1	K01883
Dapma7bEVm006620t1	
Dapma7bEVm008164t1	
Dapma7bEVm001923t1	K26151
Dapma7bEVm011262t1	K14404
Dapma7bEVm004338t1	K23362
Dapma7bEVm015818t1	K19589
Dapma7bEVm001615t1	
Dapma7bEVm000885t1	
Dapma7bEVm007496t1	
Dapma7bEVm010644t1	K12890
Dapma7bEVm011025t1	K07376
Dapma7bEVm015958t1	
Dapma7bEVm022462t1	
Dapma7bEVm018257t1	
Dapma7bEVm027886t1	
Dapma7bEVm015201t1	
Dapma7bEVm006049t1	
Dapma7bEVm002044t1	
Dapma7bEVm028766t1	
Dapma7bEVm010189t1	K10666
Dapma7bEVm006677t1	K22071
Dapma7bEVm007494t1	
Dapma7bEVm003304t1	
Dapma7bEVm016837t1	K02135
Dapma7bEVm003025t1	K26934
Dapma7bEVm015174t1	K14073
Dapma7bEVm026132t1	
Dapma7bEVm028716t1	
Dapma7bEVm015676t1	
Dapma7bEVm025971t1	
Dapma7bEVm008766t1	
Dapma7bEVm012746t1	
Dapma7bEVm011261t1	K04224
Dapma7bEVm007855t1	K03098
Dapma7bEVm022071t1	K05961
Dapma7bEVm016947t1	
Dapma7bEVm001388t1	K15424
Dapma7bEVm022883t1	K19511
Dapma7bEVm028762t1	
Dapma7bEVm015593t1	
Dapma7bEVm000273t1	
Dapma7bEVm005652t1	K06944
Dapma7bEVm005397t1	
Dapma7bEVm000324t1	
Dapma7bEVm002487t1	
Dapma7bEVm004535t1	
Dapma7bEVm004534t1	
Dapma7bEVm006786t1	K14464
Dapma7bEVm026523t1	
Dapma7bEVm002685t1	
Dapma7bEVm007155t1	
Dapma7bEVm027802t1	
Dapma7bEVm028045t1	K14388
Dapma7bEVm009893t1	
Dapma7bEVm008454t1	
Dapma7bEVm015413t1	K01988
Dapma7bEVm015601t1	
Dapma7bEVm005535t1	
Dapma7bEVm015359t1	
Dapma7bEVm003147t1	K18749
Dapma7bEVm011745t1	
Dapma7bEVm018502t1	
Dapma7bEVm027791t1	K15122
Dapma7bEVm006353t1	
Dapma7bEVm007221t1	K00623
Dapma7bEVm001134t1	
Dapma7bEVm002361t1	K05312
Dapma7bEVm005969t1	
Dapma7bEVm011815t1	
Dapma7bEVm004732t1	K01183
Dapma7bEVm028604t1	
Dapma7bEVm000351t1	K05673
Dapma7bEVm000337t1	
Dapma7bEVm015399t1	
Dapma7bEVm005032t1	
Dapma7bEVm000591t1	K04097
Dapma7bEVm001339t1	
Dapma7bEVm004359t1	K15278
Dapma7bEVm005902t1	K08069
Dapma7bEVm030395t1	
Dapma7bEVm001448t1	K03108
Dapma7bEVm001842t1	K04532
Dapma7bEVm005418t1	K14310
Dapma7bEVm001385t1	
Dapma7bEVm004090t1	K20309
Dapma7bEVm001418t1	K11407
Dapma7bEVm001413t1	K16343
Dapma7bEVm003991t1	
Dapma7bEVm027928t1	
Dapma7bEVm004002t1	
Dapma7bEVm005189t1	K11416
Dapma7bEVm010158t1	
Dapma7bEVm003890t1	
Dapma7bEVm005126t1	
Dapma7bEVm010965t1	
Dapma7bEVm007907t1	
Dapma7bEVm005113t1	K03106
Dapma7bEVm028517t1	K14937
Dapma7bEVm028417t1	
Dapma7bEVm005473t1	
Dapma7bEVm002324t1	K07374
Dapma7bEVm000500t1	
Dapma7bEVm001419t1	K12350
Dapma7bEVm002831t1	K03426
Dapma7bEVm027771t1	K02370
Dapma7bEVm005024t1	
Dapma7bEVm002872t1	K09140
Dapma7bEVm004647t1	K04707
Dapma7bEVm003102t1	
Dapma7bEVm002597t1	K24006
Dapma7bEVm015543t1	
Dapma7bEVm002784t1	K08716
Dapma7bEVm005221t1	
Dapma7bEVm003101t1	K13117
Dapma7bEVm005161t1	K01805
Dapma7bEVm010991t1	
Dapma7bEVm010073t1	K01365
Dapma7bEVm004163t1	K01874
Dapma7bEVm011609t1	
Dapma7bEVm000294t1	
Dapma7bEVm005612t1	
Dapma7bEVm001293t1	
Dapma7bEVm000730t1	K01369
Dapma7bEVm015483t1	
Dapma7bEVm002878t1	K02090
Dapma7bEVm003566t1	
Dapma7bEVm010139t1	K14258
Dapma7bEVm007899t1	
Dapma7bEVm008445t1	
Dapma7bEVm011890t1	
Dapma7bEVm004788t1	
Dapma7bEVm007381t1	K20318
Dapma7bEVm004454t1	K00456
Dapma7bEVm016146t1	
Dapma7bEVm021224t1	
Dapma7bEVm009636t1	
Dapma7bEVm005933t1	K11826
Dapma7bEVm003871t1	K19219
Dapma7bEVm002803t1	K15210
Dapma7bEVm001696t1	K24680
Dapma7bEVm024320t1	
Dapma7bEVm015583t1	K24895
Dapma7bEVm009465t1	
Dapma7bEVm003891t1	
Dapma7bEVm006931t1	K15448
Dapma7bEVm008100t1	
Dapma7bEVm019575t1	
Dapma7bEVm000927t1	
Dapma7bEVm006904t1	K03357
Dapma7bEVm029446t1	
Dapma7bEVm019944t1	K22856
Dapma7bEVm013253t1	
Dapma7bEVm016360t1	
Dapma7bEVm007799t1	
Dapma7bEVm026615t1	
Dapma7bEVm002503t1	K03940
Dapma7bEVm015558t1	K02326
Dapma7bEVm011606t1	
Dapma7bEVm014722t1	
Dapma7bEVm001053t1	K25639
Dapma7bEVm002871t1	
Dapma7bEVm028894t1	
Dapma7bEVm010927t1	K07198
Dapma7bEVm007888t1	
Dapma7bEVm028707t1	
Dapma7bEVm028781t1	K19367
Dapma7bEVm010092t1	
Dapma7bEVm003707t1	
Dapma7bEVm003877t1	
Dapma7bEVm028815t1	
Dapma7bEVm016982t1	
Dapma7bEVm011579t1	
Dapma7bEVm022106t1	
Dapma7bEVm021112t1	
Dapma7bEVm007577t1	K23339
Dapma7bEVm001322t1	K02874
Dapma7bEVm030397t1	K10849
