,Daphnia_magna,Drosophilia_melanogaster,Homo_sapiens,Daphnia_pulex
20980,Dapma7bEVm022576,,CYP2A13;CYP2A6;CYP2A7;CYP2B6;CYP2C18;CYP2C19;CYP2C8;CYP2C9;CYP2D6;CYP2D7;CYP2E1;CYP2F1;CYP2J2;CYP2R1;CYP2S1;CYP2U1;CYP2W1;DKFZp686I24235,
20981,Dapma7bEVm020546,,,
20982,Dapma7bEVm026678,,,DAPPUDRAFT_115202;DAPPUDRAFT_259255;DAPPUDRAFT_336088
20983,Dapma7bEVm030017,,,DAPPUDRAFT_110130
20984,Dapma7bEVm022591,,,DAPPUDRAFT_264814
20985,Dapma7bEVm022604,,,
20986,Dapma7bEVm022603,,,DAPPUDRAFT_331897
20987,Dapma7bEVm022607,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_113139;DAPPUDRAFT_115339;DAPPUDRAFT_118260
20988,Dapma7bEVm022612,FBgn0052438,SMC5,
20989,Dapma7bEVm016760,,,
20990,Dapma7bEVm022620,,ALG12;ZBED1;ZBED4;ZBED6,
20991,Dapma7bEVm020608,,,
20992,Dapma7bEVm021226,,,DAPPUDRAFT_329324
20993,Dapma7bEVm022631,,,DAPPUDRAFT_238815;DAPPUDRAFT_333033
20994,Dapma7bEVm020032,,,DAPPUDRAFT_330219
20995,Dapma7bEVm013434,,,DAPPUDRAFT_109355;DAPPUDRAFT_224340;DAPPUDRAFT_324808
20996,Dapma7bEVm027799,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
20997,Dapma7bEVm022685,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
20998,Dapma7bEVm022708,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
20999,Dapma7bEVm022710,,,DAPPUDRAFT_103732
21000,Dapma7bEVm030040,,,DAPPUDRAFT_118059
21001,Dapma7bEVm030043,,,
21002,Dapma7bEVm030060,,,DAPPUDRAFT_116803;DAPPUDRAFT_331914
21003,Dapma7bEVm030066,,,
21004,Dapma7bEVm030075,,ASPRV1,DAPPUDRAFT_111100;DAPPUDRAFT_120328
21005,Dapma7bEVm022919,,KRBA2,
21006,Dapma7bEVm022922,,,DAPPUDRAFT_115273
21007,Dapma7bEVm022930,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21008,Dapma7bEVm027625,,,
21009,Dapma7bEVm022984,,,
21010,Dapma7bEVm023045,,,DAPPUDRAFT_116453
21011,Dapma7bEVm024589,,,DAPPUDRAFT_107033
21012,Dapma7bEVm024588,,,DAPPUDRAFT_107033
21013,Dapma7bEVm023145,,,
21014,Dapma7bEVm023181,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21015,Dapma7bEVm023176,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21016,Dapma7bEVm023182,,,
21017,Dapma7bEVm007491,,,
21018,Dapma7bEVm023259,,,
21019,Dapma7bEVm024720,,,
21020,Dapma7bEVm023296,FBgn0023213,,DAPPUDRAFT_119606;DAPPUDRAFT_198899;DAPPUDRAFT_225020;DAPPUDRAFT_244701;DAPPUDRAFT_300388;DAPPUDRAFT_331348;DAPPUDRAFT_5482;DAPPUDRAFT_55191;DAPPUDRAFT_5900;DAPPUDRAFT_5957;DAPPUDRAFT_67452
21021,Dapma7bEVm030130,,MOS,
21022,Dapma7bEVm023403,,,DAPPUDRAFT_102351
21023,Dapma7bEVm018991,,,
21024,Dapma7bEVm020462,FBgn0051618;FBgn0053808;FBgn0053814;FBgn0053817;FBgn0053820;FBgn0053823;FBgn0053826;FBgn0053829;FBgn0053832;FBgn0053835;FBgn0053838;FBgn0053841;FBgn0053844;FBgn0053847;FBgn0053850;FBgn0053853;FBgn0053856;FBgn0053859;FBgn0053862;FBgn0053865,H2AFJ;H2AFX;HIST1H2AA;HIST1H2AB;HIST1H2AC;HIST1H2AD;HIST1H2AE;HIST1H2AG;HIST1H2AH;HIST1H2AI;HIST1H2AJ;HIST1H2AK;HIST1H2AL;HIST1H2AM;HIST2H2AA3;HIST2H2AA4;HIST2H2AB;HIST2H2AC;HIST3H2A,DAPPUDRAFT_230378;DAPPUDRAFT_235589;DAPPUDRAFT_235633;DAPPUDRAFT_235635;DAPPUDRAFT_235671;DAPPUDRAFT_235694;DAPPUDRAFT_235741;DAPPUDRAFT_235770;DAPPUDRAFT_235794;DAPPUDRAFT_235799;DAPPUDRAFT_235871;DAPPUDRAFT_235878;DAPPUDRAFT_235943;DAPPUDRAFT_235955;DAPPUDRAFT_235966;DAPPUDRAFT_235969;DAPPUDRAFT_255864;DAPPUDRAFT_268986;DAPPUDRAFT_269644;DAPPUDRAFT_312356
21025,Dapma7bEVm023486,,,
21026,Dapma7bEVm030138,,,
21027,Dapma7bEVm023505,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21028,Dapma7bEVm023502,,,DAPPUDRAFT_254354
21029,Dapma7bEVm023509,,,DAPPUDRAFT_258844;DAPPUDRAFT_99625
21030,Dapma7bEVm030150,,,
21031,Dapma7bEVm023534,,,
21032,Dapma7bEVm030157,,,
21033,Dapma7bEVm023542,,,
21034,Dapma7bEVm030160,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21035,Dapma7bEVm023562,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_108167;DAPPUDRAFT_114195;DAPPUDRAFT_274416;DAPPUDRAFT_314187;DAPPUDRAFT_320054
21036,Dapma7bEVm023595,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_330219
21037,Dapma7bEVm023626,,,
21038,Dapma7bEVm023631,,,
21039,Dapma7bEVm023632,,,
21040,Dapma7bEVm023655,,,
21041,Dapma7bEVm023681,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21042,Dapma7bEVm023706,,,
21043,Dapma7bEVm023720,FBgn0028844;FBgn0031971,SDHAF4,
21044,Dapma7bEVm016706,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21045,Dapma7bEVm023757,,,DAPPUDRAFT_105707;DAPPUDRAFT_265152;DAPPUDRAFT_266192;DAPPUDRAFT_326833;DAPPUDRAFT_333910;DAPPUDRAFT_340647
21046,Dapma7bEVm023761,,,DAPPUDRAFT_107476
21047,Dapma7bEVm023800,,,
21048,Dapma7bEVm023813,,DCT;TYR;TYRP1,
21049,Dapma7bEVm023828,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_112166;DAPPUDRAFT_249796;DAPPUDRAFT_331199
21050,Dapma7bEVm023824,,,
21051,Dapma7bEVm030217,,,
21052,Dapma7bEVm023850,,,DAPPUDRAFT_334449
21053,Dapma7bEVm030228,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_268313
21054,Dapma7bEVm030235,,,DAPPUDRAFT_346866
21055,Dapma7bEVm023908,,,
21056,Dapma7bEVm030239,,,
21057,Dapma7bEVm023927,FBgn0028931;FBgn0031874,ALG12;ZBED1;ZBED4;ZBED6,DAPPUDRAFT_116130
21058,Dapma7bEVm030249,,,
21059,Dapma7bEVm023943,,,DAPPUDRAFT_103810
21060,Dapma7bEVm023974,,,
21061,Dapma7bEVm023985,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21062,Dapma7bEVm030262,,,DAPPUDRAFT_236376;DAPPUDRAFT_245913;DAPPUDRAFT_257408
21063,Dapma7bEVm024004,,THAP1;THAP2;THAP3;THAP4;THAP5;THAP7;THAP8,
21064,Dapma7bEVm024023,,,
21065,Dapma7bEVm024019,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_18490
21066,Dapma7bEVm024095,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_267693
21067,Dapma7bEVm030293,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21068,Dapma7bEVm030296,,,DAPPUDRAFT_323495
21069,Dapma7bEVm018812,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_112166;DAPPUDRAFT_249796;DAPPUDRAFT_331199
21070,Dapma7bEVm024180,,,DAPPUDRAFT_114824;DAPPUDRAFT_244150;DAPPUDRAFT_265068;DAPPUDRAFT_315370;DAPPUDRAFT_331450
21071,Dapma7bEVm024194,,,DAPPUDRAFT_119396;DAPPUDRAFT_238573;DAPPUDRAFT_245983;DAPPUDRAFT_246866;DAPPUDRAFT_314780
21072,Dapma7bEVm024262,,ALG12;ZBED1;ZBED4;ZBED6,DAPPUDRAFT_273292;DAPPUDRAFT_276836
21073,Dapma7bEVm024281,,FBH1;FBXO18,DAPPUDRAFT_311102
21074,Dapma7bEVm024294,,,
21075,Dapma7bEVm030341,,,
21076,Dapma7bEVm018770,,,
21077,Dapma7bEVm030351,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_113329;DAPPUDRAFT_237978;DAPPUDRAFT_242733;DAPPUDRAFT_250838;DAPPUDRAFT_252641;DAPPUDRAFT_320051;DAPPUDRAFT_331055
21078,Dapma7bEVm024328,,,
21079,Dapma7bEVm024349,,,
21080,Dapma7bEVm024395,FBgn0031540,PIF1,
21081,Dapma7bEVm030364,,,
21082,Dapma7bEVm024418,,,
21083,Dapma7bEVm030368,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21084,Dapma7bEVm030369,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21085,Dapma7bEVm019576,,,DAPPUDRAFT_103026;DAPPUDRAFT_108484;DAPPUDRAFT_111607;DAPPUDRAFT_224483;DAPPUDRAFT_253743;DAPPUDRAFT_255633;DAPPUDRAFT_260927;DAPPUDRAFT_260938;DAPPUDRAFT_268273;DAPPUDRAFT_314237;DAPPUDRAFT_323557;DAPPUDRAFT_325755;DAPPUDRAFT_327085;DAPPUDRAFT_335870
21086,Dapma7bEVm019262,FBgn0001098;FBgn0039071,GLUD1;GLUD2,DAPPUDRAFT_187316
21087,Dapma7bEVm021271,,,
21088,Dapma7bEVm020864,,,
21089,Dapma7bEVm017523,FBgn0028325;FBgn0029722,PDHA1;PDHA2,DAPPUDRAFT_304437
21090,Dapma7bEVm019955,FBgn0031296;FBgn0086904,NACA2;NACAD,DAPPUDRAFT_231649
21091,Dapma7bEVm025313,,SLBP,DAPPUDRAFT_45102
21092,Dapma7bEVm020194,,MT-ND5;ND5,DAPPUDRAFT_29116
21093,Dapma7bEVm020340,FBgn0025366,CDK105;NSA2,DAPPUDRAFT_231033
21094,Dapma7bEVm020312,FBgn0010226,HPGDS,DAPPUDRAFT_210571;DAPPUDRAFT_219658;DAPPUDRAFT_223594;DAPPUDRAFT_223730;DAPPUDRAFT_230761;DAPPUDRAFT_241024;DAPPUDRAFT_302333;DAPPUDRAFT_307787;DAPPUDRAFT_316498;DAPPUDRAFT_316534
21095,Dapma7bEVm021764,FBgn0015521,RPS21,DAPPUDRAFT_309158
21096,Dapma7bEVm020084,FBgn0039757,RPS7,DAPPUDRAFT_230667
21097,Dapma7bEVm021157,FBgn0031980,RPL36A;RPL36AL,DAPPUDRAFT_306617
21098,Dapma7bEVm025957,,,
21099,Dapma7bEVm029283,,,
21100,Dapma7bEVm008423,,,DAPPUDRAFT_309731
21101,Dapma7bEVm012269,,,
21102,Dapma7bEVm029136,,,DAPPUDRAFT_107437;DAPPUDRAFT_335074
21103,Dapma7bEVm012311,FBgn0034481;FBgn0034592,,DAPPUDRAFT_35746
21104,Dapma7bEVm012274,FBgn0036485;FBgn0044872,FUT3;FUT4;FUT5;FUT6;FUT7;FUT9,DAPPUDRAFT_106945;DAPPUDRAFT_227431;DAPPUDRAFT_312894;DAPPUDRAFT_3818;DAPPUDRAFT_41601
21105,Dapma7bEVm028265,,,
21106,Dapma7bEVm024170,,,
21107,Dapma7bEVm011822,FBgn0026315;FBgn0026754;FBgn0026755;FBgn0026756;FBgn0031887;FBgn0036842;FBgn0038082;FBgn0038083;FBgn0039085;FBgn0039086;FBgn0039087;FBgn0040091;FBgn0040250;FBgn0040251;FBgn0040252;FBgn0040253;FBgn0040255;FBgn0040256;FBgn0040257;FBgn0040259;FBgn0040260;FBgn0040261;FBgn0040262;FBgn0042179;FBgn0050438;FBgn0051002,LOC101929773;UGT1A1;UGT1A10;UGT1A3;UGT1A4;UGT1A5;UGT1A6;UGT1A7;UGT1A8;UGT1A9;UGT2A1;UGT2A3;UGT2B10;UGT2B11;UGT2B15;UGT2B17;UGT2B28;UGT2B4;UGT2B7;UGT3A1;UGT3A2;UGT8,DAPPUDRAFT_127734;DAPPUDRAFT_196057;DAPPUDRAFT_199280;DAPPUDRAFT_243524;DAPPUDRAFT_2442;DAPPUDRAFT_301113;DAPPUDRAFT_301114;DAPPUDRAFT_301445;DAPPUDRAFT_301446;DAPPUDRAFT_308463;DAPPUDRAFT_317311;DAPPUDRAFT_317312;DAPPUDRAFT_317313;DAPPUDRAFT_321427;DAPPUDRAFT_330188;DAPPUDRAFT_42213;DAPPUDRAFT_49730;DAPPUDRAFT_63336;DAPPUDRAFT_64259;DAPPUDRAFT_64677;DAPPUDRAFT_64710;DAPPUDRAFT_66055;DAPPUDRAFT_99426
21108,Dapma7bEVm022783,FBgn0031452,CWC25,DAPPUDRAFT_300923
21109,Dapma7bEVm004996,FBgn0035689,SHPRH,DAPPUDRAFT_10188
21110,Dapma7bEVm017094,FBgn0013981;FBgn0051611;FBgn0053869;FBgn0053871;FBgn0053873;FBgn0053875;FBgn0053877;FBgn0053879;FBgn0053881;FBgn0053883;FBgn0053885;FBgn0053887;FBgn0053889;FBgn0053891;FBgn0053893;FBgn0053895;FBgn0053897;FBgn0053899;FBgn0053901;FBgn0053903;FBgn0053905;FBgn0053907;FBgn0053909,HIST1H3A;HIST1H3B;HIST1H3C;HIST1H3D;HIST1H3E;HIST1H3F;HIST1H3G;HIST1H3H;HIST1H3I;HIST1H3J;HIST2H3PS2,DAPPUDRAFT_127187;DAPPUDRAFT_190957;DAPPUDRAFT_206519;DAPPUDRAFT_235631;DAPPUDRAFT_235957;DAPPUDRAFT_235965;DAPPUDRAFT_235971;DAPPUDRAFT_255863;DAPPUDRAFT_312260;DAPPUDRAFT_312353;DAPPUDRAFT_312519;DAPPUDRAFT_37880;DAPPUDRAFT_43601;DAPPUDRAFT_43647;DAPPUDRAFT_43649;DAPPUDRAFT_43738;DAPPUDRAFT_43914;DAPPUDRAFT_43920;DAPPUDRAFT_44077;DAPPUDRAFT_44079;DAPPUDRAFT_67318;DAPPUDRAFT_67720;DAPPUDRAFT_97168;DAPPUDRAFT_97173
21111,Dapma7bEVm023240,,CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB,
21112,Dapma7bEVm019746,FBgn0004907;FBgn0020238,HEL-S-1;HEL2;SFN;YWHAB;YWHAE;YWHAG;YWHAH;YWHAQ;YWHAZ,DAPPUDRAFT_326737
21113,Dapma7bEVm021461,,,
21114,Dapma7bEVm019850,,,
21115,Dapma7bEVm029133,FBgn0011745,ACTA1;ACTA2;ACTB;ACTBL2;ACTC1;ACTG1;ACTG2;POTEI;POTEJ;PS1TP5BP1,
21116,Dapma7bEVm020095,,,
21117,Dapma7bEVm019541,FBgn0036485;FBgn0044872,FUT3;FUT4;FUT5;FUT6;FUT7;FUT9,DAPPUDRAFT_315506
21118,Dapma7bEVm022344,,,DAPPUDRAFT_106926
21119,Dapma7bEVm005797,,,DAPPUDRAFT_242036
21120,Dapma7bEVm029290,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
21121,Dapma7bEVm023653,,,DAPPUDRAFT_316480;DAPPUDRAFT_316481
21122,Dapma7bEVm015687,FBgn0031822,PHF5A,DAPPUDRAFT_219863;DAPPUDRAFT_56587
21123,Dapma7bEVm019140,,CLCA1;CLCA2;CLCA4,DAPPUDRAFT_255495;DAPPUDRAFT_255504;DAPPUDRAFT_310509;DAPPUDRAFT_323732;DAPPUDRAFT_326968;DAPPUDRAFT_326977
21124,Dapma7bEVm001029,FBgn0039907,,DAPPUDRAFT_104371
21125,Dapma7bEVm017678,,,
21126,Dapma7bEVm016048,,,DAPPUDRAFT_111637;DAPPUDRAFT_255671
21127,Dapma7bEVm012266,,,
21128,Dapma7bEVm015910,FBgn0267330,KDELR1;KDELR2;KDELR3,DAPPUDRAFT_305544
21129,Dapma7bEVm011535,,,
21130,Dapma7bEVm016712,FBgn0002562;FBgn0002563;FBgn0002564;FBgn0002565;FBgn0036782,,
21131,Dapma7bEVm021097,FBgn0037883,DPH3;ZCSL2,DAPPUDRAFT_91859
21132,Dapma7bEVm019990,FBgn0010226,HPGDS,
21133,Dapma7bEVm019986,FBgn0028697,RPL15,
21134,Dapma7bEVm019984,FBgn0011272,RPL13,DAPPUDRAFT_34614
21135,Dapma7bEVm025229,,SDC4,
21136,Dapma7bEVm021621,FBgn0261608,RPL37A,DAPPUDRAFT_230286
21137,Dapma7bEVm014380,FBgn0039302,HEL161;RANBP2;RGPD1;RGPD2;RGPD3;RGPD4;RGPD5;RGPD6,
21138,Dapma7bEVm019589,FBgn0039344;FBgn0039470;FBgn0039471;FBgn0039472;FBgn0039473;FBgn0039474;FBgn0039475;FBgn0039476,,
21139,Dapma7bEVm026127,,NUP98,
21140,Dapma7bEVm021599,FBgn0010078,RPL23,DAPPUDRAFT_300630
21141,Dapma7bEVm020747,,,
21142,Dapma7bEVm020370,FBgn0015221,,
21143,Dapma7bEVm021015,FBgn0040291;FBgn0044020,RBX1;RNF7,DAPPUDRAFT_40730
21144,Dapma7bEVm020212,FBgn0037199,EMC4;TMEM85,DAPPUDRAFT_230984
21145,Dapma7bEVm005758,,,
21146,Dapma7bEVm007257,FBgn0036622;FBgn0036623,AGPAT3;AGPAT4,DAPPUDRAFT_188541;DAPPUDRAFT_198783;DAPPUDRAFT_200081
21147,Dapma7bEVm006474,FBgn0037645,,DAPPUDRAFT_196639
21148,Dapma7bEVm006949,FBgn0013981;FBgn0051611;FBgn0053869;FBgn0053871;FBgn0053873;FBgn0053875;FBgn0053877;FBgn0053879;FBgn0053881;FBgn0053883;FBgn0053885;FBgn0053887;FBgn0053889;FBgn0053891;FBgn0053893;FBgn0053895;FBgn0053897;FBgn0053899;FBgn0053901;FBgn0053903;FBgn0053905;FBgn0053907;FBgn0053909,HIST1H3A;HIST1H3B;HIST1H3C;HIST1H3D;HIST1H3E;HIST1H3F;HIST1H3G;HIST1H3H;HIST1H3I;HIST1H3J;HIST2H3PS2,DAPPUDRAFT_127187;DAPPUDRAFT_190957;DAPPUDRAFT_206519;DAPPUDRAFT_235631;DAPPUDRAFT_235957;DAPPUDRAFT_235965;DAPPUDRAFT_235971;DAPPUDRAFT_255863;DAPPUDRAFT_312260;DAPPUDRAFT_312353;DAPPUDRAFT_312519;DAPPUDRAFT_37880;DAPPUDRAFT_43601;DAPPUDRAFT_43647;DAPPUDRAFT_43649;DAPPUDRAFT_43738;DAPPUDRAFT_43914;DAPPUDRAFT_43920;DAPPUDRAFT_44077;DAPPUDRAFT_44079;DAPPUDRAFT_67318;DAPPUDRAFT_67720;DAPPUDRAFT_97168;DAPPUDRAFT_97173
21149,Dapma7bEVm003996,FBgn0030321;FBgn0030672;FBgn0036888,ABCF1;ABCF2;ABCF3,DAPPUDRAFT_347357;DAPPUDRAFT_347363
21150,Dapma7bEVm005462,FBgn0024555,KIAA2010;PPP4R3A;PPP4R3B;PPP4R3C;SMEK1,DAPPUDRAFT_62030
21151,Dapma7bEVm023674,,,
21152,Dapma7bEVm028158,FBgn0030063,UTP11,DAPPUDRAFT_308779
21153,Dapma7bEVm001834,FBgn0031725;FBgn0031837;FBgn0039617;FBgn0051646;FBgn0051708;FBgn0051814;FBgn0085420;FBgn0259714,IGLON5;LSAMP;NEGR1;NTM;OPCML,DAPPUDRAFT_253828;DAPPUDRAFT_47514
21154,Dapma7bEVm005544,FBgn0015032,CYP4A11;CYP4A22;CYP4B1;CYP4F11;CYP4F12;CYP4F2;CYP4F22;CYP4F3;CYP4F8;CYP4Z1,
21155,Dapma7bEVm028573,,,DAPPUDRAFT_109312;DAPPUDRAFT_120000;DAPPUDRAFT_120785;DAPPUDRAFT_243064;DAPPUDRAFT_319215;DAPPUDRAFT_320494;DAPPUDRAFT_329576;DAPPUDRAFT_329611
21156,Dapma7bEVm028365,FBgn0033208,,DAPPUDRAFT_303595
21157,Dapma7bEVm016034,,,
21158,Dapma7bEVm007606,FBgn0005558;FBgn0019650,PAX4;PAX6,
21159,Dapma7bEVm015805,,,
21160,Dapma7bEVm028434,,,
21161,Dapma7bEVm004608,FBgn0260798;FBgn0261988,ADRBK1;ADRBK2;GRK2;GRK3,DAPPUDRAFT_194156
21162,Dapma7bEVm028671,,,
21163,Dapma7bEVm007171,,,DAPPUDRAFT_109897;DAPPUDRAFT_253318
21164,Dapma7bEVm028251,,,
21165,Dapma7bEVm028090,,,
21166,Dapma7bEVm029572,FBgn0039681,TMEM86A;TMEM86B,DAPPUDRAFT_305610
21167,Dapma7bEVm006968,FBgn0038769;FBgn0259742,CBLN3;KHNYN;N4BP1;NYNRIN;ZC3H12A;ZC3H12B;ZC3H12C;ZC3H12D,
21168,Dapma7bEVm023083,,,
21169,Dapma7bEVm028910,,,
21170,Dapma7bEVm028295,,,
21171,Dapma7bEVm029583,FBgn0259791,,
21172,Dapma7bEVm029590,FBgn0031829,IFT52,DAPPUDRAFT_332859
21173,Dapma7bEVm017677,FBgn0029868,NDUFA13,DAPPUDRAFT_299813
21174,Dapma7bEVm024283,,,
21175,Dapma7bEVm028316,FBgn0030984;FBgn0031466;FBgn0031468;FBgn0031469;FBgn0031472;FBgn0032078;FBgn0033271;FBgn0054056;FBgn0054057;FBgn0085481,C1GALT1;C1GALT1C1,DAPPUDRAFT_194683;DAPPUDRAFT_240919;DAPPUDRAFT_24550;DAPPUDRAFT_24774;DAPPUDRAFT_305126;DAPPUDRAFT_315134;DAPPUDRAFT_315244;DAPPUDRAFT_48268
21176,Dapma7bEVm012339,FBgn0262116,RNASEK,DAPPUDRAFT_222243
21177,Dapma7bEVm029266,,,
21178,Dapma7bEVm022580,,,DAPPUDRAFT_112046
21179,Dapma7bEVm017654,,,
21180,Dapma7bEVm028895,,,
21181,Dapma7bEVm029416,,,
21182,Dapma7bEVm016742,FBgn0010078,RPL23,DAPPUDRAFT_300630
21183,Dapma7bEVm017520,FBgn0005278,MAT1A;MAT2A,DAPPUDRAFT_220996;DAPPUDRAFT_66400
21184,Dapma7bEVm017641,,PRDX5,DAPPUDRAFT_112201;DAPPUDRAFT_202014;DAPPUDRAFT_93418
21185,Dapma7bEVm028327,,,DAPPUDRAFT_232257
21186,Dapma7bEVm016166,,CHI3L1;CHI3L2;CHIA;CHIT1;OVGP1,
21187,Dapma7bEVm006566,FBgn0039417,C8orf30A;HGH1,DAPPUDRAFT_304990
21188,Dapma7bEVm011161,,,DAPPUDRAFT_220523
21189,Dapma7bEVm006317,FBgn0031677;FBgn0036826;FBgn0052625;FBgn0085312,FAM112B;GTSF1;GTSF1L,DAPPUDRAFT_307775
21190,Dapma7bEVm008486,,,DAPPUDRAFT_302150
21191,Dapma7bEVm007387,,CSTA;CSTB,DAPPUDRAFT_91937
21192,Dapma7bEVm020621,,,
21193,Dapma7bEVm029030,,,
21194,Dapma7bEVm023080,,,
21195,Dapma7bEVm029377,,,DAPPUDRAFT_112046
21196,Dapma7bEVm028518,,,
21197,Dapma7bEVm000187,FBgn0026438;FBgn0026439,SLC1A1;SLC1A2;SLC1A3;SLC1A4;SLC1A5;SLC1A6;SLC1A7,DAPPUDRAFT_11662
21198,Dapma7bEVm027569,,,
21199,Dapma7bEVm027768,,PPP4R4,DAPPUDRAFT_319605
21200,Dapma7bEVm007242,FBgn0041582,,DAPPUDRAFT_103233
21201,Dapma7bEVm023682,,,DAPPUDRAFT_225461
21202,Dapma7bEVm030456,FBgn0030222;FBgn0030223;FBgn0039640;FBgn0039656;FBgn0046253;FBgn0051445;FBgn0263236;FBgn0285963,ANPEP;ENPEP;FLJ90650;LOC101929950;LVRN;NPEPPS;TRHDE,DAPPUDRAFT_115736;DAPPUDRAFT_196131;DAPPUDRAFT_203789;DAPPUDRAFT_203795;DAPPUDRAFT_203797;DAPPUDRAFT_218787;DAPPUDRAFT_243400;DAPPUDRAFT_302210;DAPPUDRAFT_302859;DAPPUDRAFT_304409;DAPPUDRAFT_317254;DAPPUDRAFT_329565;DAPPUDRAFT_331359;DAPPUDRAFT_61964
21203,Dapma7bEVm027091,,,
21204,Dapma7bEVm008963,,,
21205,Dapma7bEVm014807,,,
21206,Dapma7bEVm023856,,,
21207,Dapma7bEVm014869,,,
21208,Dapma7bEVm023157,,,
21209,Dapma7bEVm012347,,,
21210,Dapma7bEVm026941,,,
21211,Dapma7bEVm027214,,,
21212,Dapma7bEVm026473,,,
21213,Dapma7bEVm027022,,,
21214,Dapma7bEVm013390,,F11;KLKB1,
21215,Dapma7bEVm014470,,,
21216,Dapma7bEVm017460,,,
21217,Dapma7bEVm020154,,CCND1;CCND2;CCND3,DAPPUDRAFT_46610
21218,Dapma7bEVm027130,,,
21219,Dapma7bEVm030480,,,
21220,Dapma7bEVm026829,,,
21221,Dapma7bEVm022561,FBgn0033998,,DAPPUDRAFT_308197
21222,Dapma7bEVm030482,,,
21223,Dapma7bEVm013320,,,
21224,Dapma7bEVm008728,,,
21225,Dapma7bEVm023013,,,
21226,Dapma7bEVm025515,,,
21227,Dapma7bEVm012355,,,
21228,Dapma7bEVm023194,FBgn0013433;FBgn0032629;FBgn0039089;FBgn0053179,,DAPPUDRAFT_61512
21229,Dapma7bEVm012175,,,
21230,Dapma7bEVm008524,,,
21231,Dapma7bEVm026570,,,
21232,Dapma7bEVm030509,,EXT1;EXT2;EXTL1;EXTL2;EXTL3,
21233,Dapma7bEVm030512,,,DAPPUDRAFT_16725
21234,Dapma7bEVm008985,,,
21235,Dapma7bEVm018387,,,
21236,Dapma7bEVm008884,,,
21237,Dapma7bEVm023802,FBgn0011592,DCC;NEO1,DAPPUDRAFT_197333
21238,Dapma7bEVm012506,,,
21239,Dapma7bEVm007862,,,
21240,Dapma7bEVm017453,,,
21241,Dapma7bEVm030522,,,
21242,Dapma7bEVm011398,,,
21243,Dapma7bEVm011587,FBgn0034106,,DAPPUDRAFT_244605
